,id,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,funded_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp
298,1171974,0,4,5,18,1500.0,1500.0,6.03,45.66,62467.0,13.35,0.0,0.0,9.0,307.4,36.0,4812.0,36.0,574.19
299,1172324,3,4,2,41,1450.0,1450.0,7.9,45.38,25000.0,25.07,0.0,0.0,10.0,229.5,36.0,1912.0,22.0,565.83
300,1172758,7,0,2,2,3500.0,3500.0,15.81,122.73,220000.0,13.14,2.0,3.0,8.0,372.6,36.0,11107.0,32.0,1467.88
301,1173156,1,3,2,21,16000.0,16000.0,15.81,387.48,44000.0,22.64,0.0,0.0,14.0,350.5,60.0,15064.0,43.0,11301.64
303,1174183,8,0,2,4,19100.0,19100.0,19.05,700.62,80112.0,30.55,1.0,1.0,13.0,453.8,36.0,27206.0,22.0,10370.79
304,1174670,4,0,2,4,3625.0,3625.0,6.62,111.31,49920.0,24.45,0.0,0.0,8.0,317.5,36.0,5452.0,18.0,1502.84
305,1175170,1,4,1,28,25000.0,25000.0,20.5,669.33,59000.0,17.27,0.0,41.0,16.0,414.5,60.0,13983.0,28.0,18978.27
306,1175794,9,0,3,32,12000.0,12000.0,6.03,365.23,65000.0,12.68,0.0,0.0,14.0,290.4,36.0,15883.0,33.0,4586.99
307,1176849,1,4,2,9,16000.0,16000.0,9.76,514.48,33154.0,17.23,0.0,0.0,6.0,431.4,36.0,17876.0,9.0,6347.81
308,1177312,8,0,1,15,20500.0,20500.0,14.65,483.94,65558.0,9.02,0.0,0.0,9.0,295.4,60.0,17491.0,18.0,14339.51
309,1178198,3,4,2,9,15000.0,15000.0,18.55,385.41,60000.0,23.75,0.0,54.0,11.0,432.2,60.0,34382.0,39.0,10804.74
310,1178653,1,4,2,9,25000.0,25000.0,14.65,590.17,51000.0,20.78,0.0,0.0,5.0,343.4,60.0,25110.0,24.0,17487.08
311,1179151,10,4,1,39,20000.0,20000.0,13.11,674.94,75000.0,13.86,0.0,0.0,11.0,261.4,36.0,13338.0,23.0,8207.07
312,1179660,2,4,12,4,4000.0,4000.0,12.12,133.09,86000.0,10.76,0.0,42.0,7.0,254.4,36.0,8155.0,10.0,1617.59
313,1180164,2,4,5,37,6500.0,6500.0,7.9,203.39,46000.0,4.77,0.0,0.0,4.0,224.4,36.0,5975.0,7.0,2532.06
315,1181506,1,0,3,34,2400.0,2400.0,10.74,78.28,80000.0,2.13,0.0,51.0,5.0,302.3,36.0,3933.0,13.0,962.82
316,1182216,1,0,2,38,6000.0,6000.0,6.62,184.23,55000.0,13.53,0.0,0.0,9.0,393.3,36.0,18786.0,27.0,2320.35
318,1183907,3,4,2,28,3000.0,3000.0,7.9,93.88,42000.0,24.26,0.0,0.0,9.0,208.3,36.0,2899.0,14.0,1171.13
319,1184699,2,4,2,4,23325.0,23325.0,13.67,793.46,47563.0,6.13,0.0,0.0,4.0,261.2,36.0,10156.0,23.0,10218.8
320,1185206,5,4,2,4,15000.0,15000.0,7.9,303.43,52000.0,24.37,0.0,0.0,16.0,332.3,60.0,14388.0,28.0,9949.4
321,1185927,1,4,2,4,6000.0,6000.0,21.0,226.06,65000.0,6.81,0.0,0.0,3.0,346.4,36.0,9152.0,15.0,3468.33
322,1186278,10,4,0,25,8100.0,8100.0,10.74,175.07,40000.0,4.2,0.0,0.0,6.0,221.2,60.0,1472.0,15.0,5494.48
324,1187485,1,4,2,1,14000.0,14000.0,13.11,472.46,100000.0,20.66,0.0,35.0,11.0,276.2,36.0,17085.0,16.0,5714.33
326,1188394,6,0,3,9,6500.0,6500.0,9.76,209.01,55000.0,14.47,0.0,0.0,9.0,382.2,36.0,8242.0,30.0,2578.31
327,1188793,2,4,2,28,8000.0,8000.0,7.9,250.33,35000.0,7.41,0.0,0.0,9.0,280.2,36.0,6739.0,16.0,3111.81
329,1189963,1,4,5,5,6000.0,6000.0,7.62,186.97,41000.0,12.61,0.0,0.0,8.0,344.2,36.0,19743.0,17.0,197.48
330,1148364,11,3,2,32,3000.0,3000.0,6.03,91.31,21120.0,17.25,0.0,0.0,14.0,394.2,36.0,13030.0,23.0,1062.96
332,1149582,5,4,2,9,4000.0,4000.0,12.12,133.09,36000.0,15.0,0.0,30.0,15.0,408.2,36.0,20584.0,34.0,1501.56
333,1150093,4,4,0,32,12000.0,12000.0,6.62,368.45,35000.0,26.38,0.0,0.0,11.0,269.1,36.0,12010.0,51.0,4272.84
334,1150685,4,0,1,4,10000.0,10000.0,10.74,326.16,31000.0,18.5,0.0,65.0,12.0,414.1,36.0,13914.0,19.0,3708.05
335,1151051,10,4,2,37,9600.0,9600.0,7.9,300.39,50000.0,17.22,0.0,0.0,14.0,510.1,36.0,14323.0,17.0,3245.39
337,1152619,6,0,2,28,24000.0,24000.0,18.55,616.65,86830.0,20.58,0.0,36.0,13.0,374.1,60.0,32879.0,26.0,16942.19
340,1154409,3,4,1,9,10000.0,10000.0,9.76,321.55,32800.0,7.13,0.0,0.0,7.0,226.0,36.0,6112.0,18.0,3681.62
341,1155493,10,0,2,37,28000.0,28000.0,7.62,872.52,85000.0,11.86,0.0,0.0,7.0,570.0,36.0,11642.0,24.0,10101.21
342,1156236,2,0,8,12,29400.0,29400.0,13.67,1000.12,200000.0,5.89,0.0,0.0,13.0,401.0,36.0,37238.0,26.0,11162.99
343,1156752,6,4,2,28,20000.0,20000.0,12.12,446.11,42000.0,16.97,0.0,0.0,11.0,270.0,60.0,8337.0,21.0,14034.4
344,1157315,7,0,1,3,12000.0,12000.0,7.9,375.49,78000.0,10.61,0.0,49.0,10.0,375.9,36.0,18778.0,38.0,4325.81
346,1158457,6,4,2,3,13600.0,13600.0,6.03,413.93,27200.0,8.34,0.0,0.0,6.0,310.9,36.0,8924.0,29.0,4813.07
347,1158975,0,4,8,12,4800.0,4800.0,13.11,161.99,60000.0,22.12,0.0,0.0,8.0,353.9,36.0,17944.0,12.0,1820.86
349,1159899,0,0,1,29,25000.0,25000.0,15.31,598.83,80000.0,11.88,0.0,0.0,14.0,298.2,60.0,29045.0,22.0,18326.28
350,1160610,1,0,10,37,14825.0,14825.0,9.76,476.7,30000.0,14.06,0.0,0.0,9.0,220.4,36.0,17753.0,13.0,5866.35
353,1162893,1,0,3,27,17250.0,17250.0,13.99,589.49,93600.0,4.56,0.0,68.0,7.0,246.8,36.0,11555.0,12.0,7101.95
354,1163615,10,4,2,12,14400.0,14400.0,19.22,529.45,35000.0,5.62,0.0,0.0,3.0,332.7,36.0,6257.0,10.0,6200.61
355,1164166,3,3,2,21,14000.0,14000.0,9.76,450.17,48000.0,23.0,0.0,0.0,10.0,366.7,36.0,36296.0,33.0,5549.25
356,1164689,5,0,1,23,8400.0,8400.0,18.25,304.74,28000.0,15.21,0.0,32.0,8.0,289.7,36.0,9946.0,19.0,3589.85
357,1165251,11,4,1,23,18000.0,18000.0,8.9,571.56,44000.0,15.03,0.0,0.0,17.0,399.7,36.0,17063.0,23.0,7065.26
360,1167397,2,0,10,37,20675.0,20675.0,13.11,697.72,69000.0,16.12,0.0,53.0,16.0,267.6,36.0,11632.0,36.0,8423.84
361,1168053,7,0,2,9,21500.0,21500.0,13.67,496.6,43000.0,13.23,0.0,0.0,10.0,430.6,60.0,22315.0,22.0,14954.82
366,1172946,4,4,2,3,7200.0,7200.0,7.62,224.37,49999.0,15.01,0.0,0.0,8.0,245.5,36.0,6229.0,15.0,2810.13
367,1173503,2,4,2,7,6000.0,6000.0,7.9,187.75,94554.0,10.93,0.0,0.0,15.0,333.5,36.0,4947.0,25.0,2341.72
369,1174391,2,0,2,4,14000.0,14000.0,12.12,465.81,127000.0,14.93,0.0,0.0,9.0,250.5,36.0,35457.0,18.0,5659.22
371,1175470,1,0,1,4,8250.0,8250.0,14.65,284.58,71200.0,14.29,0.0,0.0,15.0,417.4,36.0,20064.0,42.0,3434.36
372,1176579,6,0,1,12,2500.0,2500.0,6.03,76.09,42000.0,8.52,0.0,0.0,20.0,301.4,36.0,5647.0,45.0,957.02
373,1177047,2,4,2,4,7500.0,7500.0,10.74,244.62,56000.0,8.36,0.0,0.0,5.0,255.4,36.0,6804.0,12.0,3003.37
376,1178880,5,4,2,28,35000.0,35000.0,8.9,1111.37,115000.0,13.84,0.0,0.0,15.0,348.4,36.0,7944.0,30.0,13741.11
377,1179418,8,4,2,32,21250.0,21250.0,18.25,542.51,42962.0,24.3,0.0,0.0,8.0,362.4,60.0,21995.0,15.0,15289.13
379,1180473,3,0,1,28,11400.0,11400.0,13.67,387.81,165000.0,6.35,1.0,15.0,12.0,333.2,36.0,22110.0,17.0,4663.35
380,1181296,2,4,1,4,9500.0,9500.0,6.62,291.69,72000.0,19.93,0.0,0.0,16.0,287.4,36.0,12146.0,20.0,3660.32
381,1181780,4,0,8,39,20000.0,20000.0,12.12,665.44,100000.0,11.2,0.0,24.0,6.0,493.3,36.0,7890.0,27.0,8072.84
383,1183216,0,4,2,12,16000.0,16000.0,7.9,500.65,75000.0,10.24,0.0,0.0,20.0,320.3,36.0,17014.0,47.0,6221.63
384,1184494,1,4,2,6,9700.0,9700.0,18.55,249.23,103000.0,15.2,0.0,29.0,15.0,333.3,60.0,9888.0,41.0,6987.39
386,1185483,8,4,2,9,5000.0,5000.0,8.9,158.77,45000.0,15.39,1.0,8.0,13.0,360.3,36.0,3144.0,19.0,2109.2
387,1186084,0,4,2,2,10000.0,10000.0,13.11,337.47,52000.0,19.8,0.0,51.0,12.0,293.2,36.0,7421.0,25.0,4080.04
389,1187283,7,0,2,38,16000.0,16000.0,18.25,580.45,41850.0,21.1,0.0,0.0,6.0,298.1,36.0,14057.0,15.0,9099.51
391,1188146,0,4,10,5,14675.0,14675.0,6.03,446.65,30000.0,7.12,0.0,0.0,9.0,284.2,36.0,7001.0,27.0,5608.34
392,1188618,2,4,7,4,10800.0,10800.0,6.62,331.6,40000.0,18.39,0.0,0.0,8.0,259.2,36.0,7357.0,16.0,4159.63
393,1189071,4,4,0,4,4150.0,4150.0,13.99,141.82,66000.0,15.99,0.0,0.0,12.0,369.2,36.0,30027.0,19.0,1710.33
395,1190142,2,4,2,3,12600.0,12600.0,13.99,430.58,75000.0,7.6,1.0,12.0,5.0,421.2,36.0,8664.0,25.0,5182.14
396,1190576,10,4,2,28,5200.0,5200.0,13.11,175.49,25000.0,13.68,0.0,0.0,7.0,219.2,36.0,6934.0,8.0,2121.49
398,1192787,4,4,4,17,30000.0,30000.0,22.45,836.27,90000.0,18.4,0.0,55.0,11.0,266.1,60.0,10800.0,34.0,23021.95
400,1193537,10,4,2,4,8875.0,8875.0,15.31,309.01,18000.0,9.6,0.0,36.0,12.0,256.1,36.0,5675.0,18.0,3681.65
401,1194045,1,4,2,28,30000.0,30000.0,20.99,811.44,70261.87,20.16,0.0,0.0,16.0,431.8,60.0,27192.0,29.0,21990.53
402,1194524,3,4,0,4,1325.0,1325.0,14.33,45.5,36000.0,4.97,0.0,0.0,6.0,197.7,36.0,5409.0,7.0,875.68
403,1195182,1,0,10,4,26600.0,26600.0,10.74,574.91,150000.0,4.78,0.0,0.0,7.0,422.1,60.0,8606.0,20.0,18042.15
404,1195814,10,4,2,39,30000.0,30000.0,21.97,828.06,63750.0,19.67,0.0,0.0,4.0,398.7,60.0,29398.0,24.0,22530.18
406,1196973,8,0,2,1,20400.0,20400.0,13.67,693.96,115200.0,14.76,0.0,0.0,6.0,236.1,36.0,9949.0,16.0,8344.85
407,1197482,1,4,2,4,14000.0,14000.0,6.03,426.1,90000.0,14.67,0.0,64.0,12.0,351.0,36.0,16648.0,22.0,5352.84
408,1197891,1,0,1,12,17000.0,17000.0,6.03,517.41,88452.0,4.34,0.0,0.0,9.0,431.0,36.0,15487.0,21.0,6980.39
409,1198812,7,4,2,20,20000.0,20000.0,15.81,484.35,44000.0,16.58,0.0,0.0,6.0,342.0,60.0,9242.0,17.0,14419.19
411,1200018,2,4,2,12,20000.0,20000.0,21.48,758.44,84000.0,17.04,0.0,0.0,27.0,431.0,36.0,37005.0,46.0,9341.4
413,1200761,0,4,1,28,12000.0,12000.0,12.12,399.26,80000.0,7.08,0.0,0.0,4.0,274.0,36.0,11091.0,5.0,4842.59
414,1201149,2,4,2,39,5000.0,5000.0,12.12,166.36,28500.0,18.82,0.0,0.0,13.0,280.9,36.0,14055.0,19.0,2165.08
416,1202494,0,4,2,17,11700.0,11700.0,19.99,434.76,65000.0,15.15,0.0,0.0,17.0,345.9,36.0,22255.0,23.0,5404.59
417,1202967,2,0,3,12,35000.0,35000.0,23.33,993.32,118000.0,14.08,0.0,0.0,14.0,233.9,60.0,18882.0,21.0,26553.92
418,1203798,6,3,8,4,9750.0,9750.0,10.74,318.01,20000.0,21.6,0.0,0.0,8.0,213.2,36.0,5333.0,11.0,4173.81
419,1204542,1,4,8,4,11800.0,11800.0,12.12,392.61,53000.0,12.27,0.0,0.0,11.0,370.9,36.0,14799.0,24.0,4766.06
421,1205928,5,4,10,12,10800.0,10800.0,20.99,292.12,36000.0,3.83,1.0,2.0,4.0,229.8,60.0,1493.0,5.0,8068.7
422,1206642,10,0,2,42,22000.0,22000.0,22.45,613.26,45000.0,11.95,0.0,0.0,8.0,243.8,60.0,16546.0,9.0,16594.35
423,1207178,10,4,7,39,3000.0,3000.0,12.12,99.82,57800.0,13.5,0.0,0.0,11.0,256.9,36.0,10762.0,18.0,1213.41
424,1207709,1,4,2,4,35000.0,35000.0,22.78,982.25,98800.0,14.5,0.0,48.0,5.0,321.8,60.0,9806.0,11.0,25950.96
425,1208321,6,4,8,4,4200.0,4200.0,13.67,97.01,24100.0,14.04,0.0,0.0,6.0,244.8,60.0,10717.0,10.0,2920.82
426,1208833,5,0,2,41,6200.0,6200.0,9.76,199.36,70000.0,18.21,0.0,0.0,15.0,305.8,36.0,17852.0,29.0,2635.4
427,1209526,2,0,2,32,3500.0,3500.0,13.11,118.12,45000.0,14.67,0.0,0.0,7.0,241.7,36.0,5968.0,13.0,1531.2
428,1210322,8,4,2,4,1500.0,1500.0,8.9,47.63,36000.0,18.3,0.0,0.0,8.0,269.8,36.0,11489.0,24.0,634.82
429,1211088,1,4,2,28,10000.0,10000.0,10.74,326.16,56000.0,18.96,1.0,6.0,13.0,362.7,36.0,13211.0,30.0,4285.84
430,1211820,1,0,2,30,12000.0,12000.0,12.12,399.26,50000.0,23.35,0.0,0.0,14.0,308.2,36.0,18774.0,16.0,6211.0
431,1212637,1,0,10,41,35000.0,35000.0,8.9,1111.37,79000.0,5.18,0.0,0.0,9.0,308.7,36.0,4818.0,21.0,14740.27
432,1213248,3,0,2,23,28000.0,28000.0,23.13,791.43,135000.0,16.59,0.0,0.0,13.0,241.7,60.0,19761.0,25.0,2352.71
433,1213935,0,4,1,22,4800.0,4800.0,9.76,154.35,37000.0,13.75,0.0,0.0,3.0,339.7,36.0,2822.0,9.0,2041.13
435,1215487,4,4,0,4,3100.0,3100.0,13.99,105.94,38016.0,18.01,0.0,78.0,7.0,232.5,36.0,4713.0,8.0,1365.75
436,1215978,10,3,8,28,2700.0,2700.0,20.5,72.29,30000.0,7.88,0.0,0.0,5.0,197.6,60.0,5528.0,7.0,2159.62
438,1217774,1,4,2,12,5600.0,5600.0,13.11,188.99,56000.0,7.71,0.0,0.0,13.0,427.6,36.0,10472.0,17.0,2449.56
439,1218225,3,4,2,6,11500.0,11500.0,7.9,359.84,34500.0,22.35,0.0,0.0,13.0,219.4,36.0,12979.0,22.0,7044.09
440,1218933,11,3,2,28,5250.0,5250.0,12.12,174.68,51000.0,14.68,0.0,71.0,18.0,-539.0,36.0,14041.0,34.0,2273.62
441,1219605,2,4,1,4,30600.0,30600.0,22.45,852.99,72000.0,15.33,0.0,48.0,13.0,485.1,60.0,23688.0,22.0,23063.6
442,1220018,0,4,2,39,6000.0,6000.0,7.62,186.97,46000.0,9.43,0.0,0.0,7.0,255.5,36.0,5474.0,14.0,2516.26
444,1220988,0,4,2,25,24000.0,24000.0,20.5,642.55,55000.0,14.22,0.0,50.0,6.0,421.5,60.0,6531.0,18.0,17891.4
445,1221285,3,0,2,32,5000.0,5000.0,8.9,158.77,75000.0,21.85,2.0,13.0,16.0,292.5,36.0,6931.0,45.0,2109.39
448,1223286,2,0,2,23,5000.0,5000.0,12.12,166.36,85000.0,9.29,0.0,0.0,5.0,221.5,36.0,13563.0,6.0,2165.07
449,1223668,8,0,3,37,8000.0,8000.0,6.03,243.49,61860.0,4.87,0.0,0.0,7.0,338.5,36.0,4105.0,13.0,3287.03
452,1225114,0,0,2,4,10000.0,10000.0,13.11,337.47,47000.0,19.88,0.0,0.0,16.0,250.4,36.0,5591.0,35.0,4370.36
455,1226982,10,4,2,28,7800.0,7800.0,7.9,244.07,70000.0,8.54,0.0,0.0,4.0,231.4,36.0,13177.0,11.0,3258.65
458,1228083,10,0,0,3,4900.0,4900.0,6.03,149.14,59000.0,2.4,0.0,0.0,9.0,310.5,36.0,2816.0,22.0,2151.12
461,1230172,3,3,3,18,1000.0,1000.0,15.81,35.07,36000.0,24.4,0.0,0.0,5.0,320.4,36.0,3430.0,8.0,446.86
463,1232042,3,4,4,10,12200.0,12200.0,13.67,415.02,55000.0,12.78,0.0,0.0,12.0,292.3,36.0,16756.0,22.0,5344.23
466,1233984,1,0,3,29,32000.0,32000.0,7.9,1001.29,72000.0,19.68,0.0,0.0,14.0,536.3,36.0,38836.0,37.0,13354.32
467,1234442,11,4,1,19,8450.0,8450.0,13.67,287.45,17000.0,23.92,0.0,0.0,12.0,239.1,36.0,10973.0,14.0,3641.66
468,1235183,1,0,2,25,12000.0,12000.0,8.9,381.04,140000.0,12.92,0.0,66.0,17.0,361.3,36.0,13817.0,29.0,5056.81
469,1235657,5,0,2,1,8000.0,8000.0,14.65,275.96,72000.0,18.42,0.0,61.0,13.0,343.3,36.0,11095.0,26.0,3540.73
470,1236276,9,0,10,44,30000.0,30000.0,20.99,811.44,75000.0,6.8,0.0,38.0,4.0,290.1,60.0,2204.0,15.0,22410.56
472,1237441,4,4,11,32,11600.0,11600.0,6.62,356.17,30000.0,24.12,0.0,48.0,11.0,482.3,36.0,898.0,30.0,4792.99
473,1238092,7,0,1,34,20300.0,20300.0,12.12,675.42,52000.0,16.32,0.0,0.0,8.0,348.2,36.0,24845.0,23.0,8789.35
474,1238860,0,3,10,10,6000.0,6000.0,7.9,187.75,30000.0,8.35,0.0,0.0,20.0,210.2,36.0,1386.0,22.0,3012.19
475,1239232,6,4,2,28,18000.0,18000.0,13.11,607.45,62000.0,9.08,0.0,0.0,7.0,271.2,36.0,15312.0,9.0,7862.47
476,1239702,9,4,2,9,5000.0,5000.0,16.29,122.37,49000.0,13.1,0.0,0.0,8.0,285.2,60.0,4607.0,12.0,3616.54
477,1240448,1,0,2,28,1200.0,1200.0,12.12,39.93,53000.0,20.22,0.0,0.0,14.0,409.2,36.0,25509.0,33.0,520.25
478,1241149,0,0,2,9,21000.0,21000.0,13.67,714.37,125000.0,5.98,0.0,0.0,7.0,315.0,36.0,38061.0,32.0,9198.68
481,1243915,1,4,2,28,25000.0,25000.0,13.67,850.44,80000.0,9.89,0.0,28.0,9.0,301.1,36.0,23928.0,28.0,10950.82
482,1244543,5,0,2,19,35000.0,35000.0,21.0,946.87,102800.0,22.0,0.0,0.0,9.0,339.3,60.0,34169.0,24.0,31773.2
484,1246353,5,3,12,28,14000.0,14000.0,13.99,478.42,85000.0,8.74,0.0,44.0,4.0,313.1,36.0,3226.0,35.0,6551.43
485,1246773,1,3,2,14,9450.0,9450.0,7.9,295.7,19000.0,29.05,0.0,0.0,10.0,231.1,36.0,17587.0,20.0,3947.43
486,1247435,4,4,1,39,15000.0,15000.0,9.76,482.32,70000.0,13.66,0.0,0.0,4.0,288.1,36.0,3864.0,9.0,6362.42
487,1248173,0,4,1,39,9500.0,9500.0,10.74,309.85,50000.0,8.09,0.0,0.0,8.0,226.1,36.0,9233.0,9.0,4064.09
488,1248735,1,0,3,23,8000.0,8000.0,12.12,266.18,65000.0,23.78,0.0,69.0,7.0,546.0,36.0,1083.0,45.0,3919.52
489,1249128,9,3,9,7,1925.0,1925.0,7.62,59.99,56000.0,25.26,0.0,0.0,6.0,415.0,36.0,4742.0,24.0,809.22
490,1249436,1,0,3,12,12000.0,12000.0,19.22,441.21,87894.0,18.61,0.0,0.0,8.0,465.0,36.0,18750.0,15.0,5513.15
491,1250162,1,0,1,10,18000.0,18000.0,15.31,431.16,147316.0,11.95,0.0,0.0,7.0,386.8,60.0,27545.0,22.0,13208.51
493,1251221,6,0,2,14,32000.0,32000.0,16.29,783.12,102000.0,19.59,0.0,0.0,16.0,423.0,60.0,72623.0,37.0,23596.59
494,1251816,10,4,10,7,6000.0,6000.0,7.62,186.97,55000.0,26.81,0.0,0.0,18.0,328.0,36.0,6994.0,31.0,3176.9
496,1252575,1,4,2,37,7600.0,7600.0,23.33,215.7,100000.0,12.32,0.0,0.0,10.0,237.0,60.0,9894.0,18.0,6161.94
498,1254010,1,4,2,4,3200.0,3200.0,19.99,118.91,32000.0,17.37,1.0,22.0,3.0,276.0,36.0,738.0,33.0,1479.93
499,1254473,6,0,2,12,18000.0,18000.0,13.99,418.74,100000.0,12.96,0.0,78.0,20.0,309.0,60.0,14759.0,42.0,13067.77
504,1257265,5,3,1,37,10000.0,10000.0,6.62,307.04,35000.0,19.65,0.0,0.0,9.0,346.9,36.0,11875.0,30.0,4413.88
505,1257865,5,4,5,18,11200.0,11200.0,9.76,360.14,106500.0,13.07,0.0,0.0,5.0,200.9,36.0,2574.0,6.0,4750.74
506,1258223,1,4,2,4,20000.0,20000.0,7.9,625.81,108000.0,5.49,0.0,0.0,6.0,281.9,36.0,17174.0,17.0,8347.6
509,1260410,1,4,1,39,25000.0,25000.0,17.99,634.7,62000.0,15.96,0.0,0.0,8.0,361.8,60.0,13920.0,23.0,18292.72
510,1260919,1,3,2,4,12400.0,12400.0,8.9,393.74,75000.0,18.6,0.0,0.0,12.0,262.8,36.0,20120.0,25.0,5574.77
512,1261983,1,0,2,32,12000.0,12000.0,13.99,279.16,200000.0,7.18,0.0,0.0,25.0,348.8,60.0,73911.0,49.0,8710.41
513,1262647,8,4,1,9,10200.0,10200.0,15.31,355.14,37500.0,23.84,0.0,40.0,13.0,326.8,36.0,15257.0,29.0,4528.44
514,1263443,11,4,2,10,4325.0,4325.0,10.74,141.07,36000.0,16.0,0.0,62.0,4.0,384.8,36.0,1182.0,29.0,1978.84
515,1264090,8,4,2,4,1500.0,1500.0,14.65,51.75,42000.0,19.71,0.0,25.0,9.0,249.8,36.0,5101.0,14.0,706.62
521,1267980,3,4,2,18,12000.0,12000.0,16.29,423.61,81000.0,12.83,0.0,0.0,8.0,214.8,36.0,13837.0,15.0,5723.85
524,1269771,8,4,2,4,5000.0,5000.0,13.11,168.74,36000.0,11.83,0.0,0.0,10.0,260.6,36.0,14370.0,18.0,2327.81
525,1270731,10,0,2,31,12000.0,12000.0,9.76,385.86,55000.0,5.65,0.0,0.0,9.0,236.0,36.0,12186.0,17.0,5434.82
527,1272004,1,0,2,28,35000.0,35000.0,24.2,1010.95,130000.0,18.44,1.0,23.0,15.0,293.6,60.0,21409.0,33.0,27129.96
528,1272632,3,4,8,25,15000.0,15000.0,7.9,469.36,76000.0,9.36,0.0,0.0,14.0,220.5,36.0,6035.0,19.0,6688.66
529,1273621,2,0,10,5,12300.0,12300.0,12.12,409.25,55000.0,19.61,1.0,23.0,12.0,285.5,36.0,14040.0,36.0,6021.56
530,1274174,0,3,2,38,9000.0,9000.0,15.31,313.36,48000.0,21.9,0.0,68.0,9.0,341.5,36.0,27301.0,20.0,4255.25
531,1275303,1,4,8,1,4800.0,4800.0,13.99,164.03,30000.0,11.24,0.0,0.0,4.0,286.9,36.0,3053.0,6.0,2254.67
532,1275775,4,4,2,28,6500.0,6500.0,8.9,206.4,85000.0,15.41,0.0,0.0,9.0,294.5,36.0,24408.0,27.0,2929.5
534,1276892,1,0,1,17,8400.0,8400.0,9.76,270.1,60000.0,15.44,0.0,0.0,12.0,414.5,36.0,9330.0,32.0,3812.16
535,1277798,1,4,8,4,22000.0,22000.0,16.29,538.4,50000.0,9.26,0.0,0.0,10.0,284.5,60.0,5273.0,18.0,16232.56
536,1278354,7,0,5,10,3500.0,3500.0,13.11,118.12,75000.0,14.4,1.0,20.0,12.0,463.4,36.0,3977.0,40.0,1630.79
537,1278838,6,4,2,26,10800.0,10800.0,14.65,372.54,40000.0,19.23,0.0,38.0,22.0,382.4,36.0,11924.0,53.0,5085.82
538,1279448,0,4,1,17,12000.0,12000.0,12.12,399.26,80000.0,11.59,0.0,0.0,4.0,297.4,36.0,12194.0,5.0,5533.74
541,1280938,10,4,2,4,4000.0,4000.0,8.9,127.02,35360.0,21.14,0.0,0.0,8.0,269.4,36.0,5886.0,22.0,1801.96
544,1282688,8,0,2,28,20000.0,20000.0,14.65,472.14,60000.0,18.56,0.0,0.0,10.0,307.3,60.0,16258.0,27.0,14581.46
545,1283292,2,4,2,7,5400.0,5400.0,13.67,183.7,43000.0,12.08,0.0,0.0,5.0,260.5,36.0,6846.0,12.0,2674.34
547,1284382,5,0,10,16,16950.0,16950.0,21.97,467.86,55000.0,22.52,4.0,12.0,11.0,307.3,60.0,5231.0,32.0,12960.06
549,1285958,5,0,3,34,10000.0,10000.0,14.65,344.95,114000.0,8.82,0.0,38.0,8.0,278.9,36.0,13408.0,20.0,4708.26
550,1286387,6,0,5,37,4000.0,4000.0,13.99,136.7,80000.0,6.72,0.0,0.0,23.0,288.3,36.0,337.0,30.0,1877.0
551,1287014,7,4,2,28,7200.0,7200.0,16.29,254.17,109000.0,15.99,0.0,0.0,15.0,303.3,36.0,7517.0,22.0,3436.05
552,1287676,2,4,2,30,10000.0,10000.0,14.65,344.95,60000.0,15.96,0.0,0.0,10.0,313.3,36.0,10189.0,17.0,4709.55
553,1288092,5,0,1,35,10000.0,10000.0,13.11,337.47,70000.0,16.03,1.0,17.0,13.0,277.2,36.0,8070.0,24.0,4660.62
554,1288833,2,0,3,32,30000.0,30000.0,22.45,836.27,69500.0,16.18,0.0,29.0,8.0,287.2,60.0,5383.0,15.0,23016.37
555,1290480,9,0,2,38,32000.0,32000.0,23.33,908.18,69000.0,13.44,1.0,13.0,9.0,244.3,60.0,5790.0,15.0,24700.2
556,1291229,3,0,0,39,4800.0,4800.0,18.25,122.55,37200.0,12.65,0.0,0.0,6.0,229.1,60.0,11953.0,11.0,3587.29
557,1292143,6,3,5,32,4000.0,4000.0,13.67,136.08,40000.0,3.33,2.0,6.0,11.0,280.1,36.0,1437.0,28.0,1867.42
558,1292998,11,0,5,26,6500.0,6500.0,7.9,203.39,54000.0,18.83,0.0,0.0,24.0,580.2,36.0,28235.0,51.0,2901.36
561,1294497,10,4,8,9,13000.0,13000.0,16.29,318.15,30160.0,19.3,0.0,0.0,4.0,341.2,60.0,2308.0,5.0,9590.55
562,1295624,4,3,2,41,20000.0,20000.0,21.48,546.49,80000.0,18.71,0.0,56.0,11.0,297.1,60.0,17801.0,18.0,15256.88
564,1296815,4,4,2,37,13000.0,13000.0,18.25,471.62,45000.0,24.61,0.0,27.0,7.0,224.1,36.0,8957.0,11.0,6654.75
565,1297230,0,4,2,4,9000.0,9000.0,14.65,310.45,100000.0,13.05,0.0,53.0,10.0,365.1,36.0,8017.0,16.0,4240.24
567,1298634,0,4,2,9,15000.0,15000.0,12.12,499.08,55000.0,15.7,0.0,0.0,11.0,393.1,36.0,12873.0,17.0,6917.3
568,1299307,1,0,1,9,23000.0,23000.0,13.67,531.25,100000.0,16.43,0.0,39.0,10.0,292.1,60.0,21353.0,28.0,16654.69
